Architecture,Mission,Protection,FineTuningLevel,Epochs,LearningRate,DropoutRate,Accuracy,AccuracyUnderRadiation,AccuracyPreservation,MemoryOverhead,ExecutionTime
Deep (24-12-6),Lunar,Adaptive,3,100,0.01,0,35.7488,35.7488,100,75,17.8235
Deep (24-12-6),Lunar,Adaptive,3,500,0.006561,0,35.7488,35.7488,100,75,165.899
Deep (24-12-6),Lunar,Adaptive,3,1000,0.00254187,0,35.7488,35.7488,100,75,207.94
Deep (24-12-6),Lunar,Adaptive,3,100,0.00254187,0.2,35.7488,35.7488,100,75,15.0785
Deep (24-12-6),Lunar,Adaptive,3,500,0.00166772,0.2,35.7488,35.7488,100,75,96.7718
Deep (24-12-6),Lunar,Adaptive,3,1000,0.000646108,0.2,35.7488,35.7488,100,75,185.717
Deep (24-12-6),Lunar,Adaptive,3,100,0.000646108,0.5,35.7488,35.7488,100,75,11.4666
Deep (24-12-6),Lunar,Adaptive,3,500,0.000423912,0.5,35.7488,35.7488,100,75,54.379
Deep (24-12-6),Lunar,Adaptive,3,1000,0.000164232,0.5,35.7488,35.7488,100,75,282.373
Deep (24-12-6),Lunar,Adaptive,3,100,0.05,0,35.7488,35.7488,100,75,34.3239
Deep (24-12-6),Lunar,Adaptive,3,500,0.032805,0,35.7488,35.7488,100,75,108.415
Deep (24-12-6),Lunar,Adaptive,3,1000,0.0127093,0,35.7488,35.7488,100,75,213.315
Deep (24-12-6),Lunar,Adaptive,3,100,0.0127093,0.2,35.7488,35.7488,100,75,14.5738
Deep (24-12-6),Lunar,Adaptive,3,500,0.00833859,0.2,35.7488,35.7488,100,75,248.34
Deep (24-12-6),Lunar,Adaptive,3,1000,0.00323054,0.2,35.7488,35.7488,100,75,250.744
Deep (24-12-6),Lunar,Adaptive,3,100,0.00323054,0.5,35.7488,35.7488,100,75,15.8988
Deep (24-12-6),Lunar,Adaptive,3,500,0.00211956,0.5,35.7488,35.7488,100,75,134.964
Deep (24-12-6),Lunar,Adaptive,3,1000,0.00082116,0.5,35.7488,35.7488,100,75,123.074
Deep (24-12-6),GEO,None,3,100,0.001,0,35.7488,35.7488,100,0,21.7007
Deep (24-12-6),Mars,None,3,500,0.0006561,0,35.7488,35.7488,100,0,121.067
Deep (24-12-6),Mars,None,3,1000,0.000254187,0,35.7488,35.7488,100,0,373.123
Deep (24-12-6),Mars,None,3,100,0.000254187,0.2,35.7488,35.7488,100,0,15.6295
Deep (24-12-6),Mars,None,3,500,0.000166772,0.2,35.7488,35.7488,100,0,177.061
Deep (24-12-6),Mars,None,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,0,216.844
Deep (24-12-6),Mars,None,3,100,6.46108e-05,0.5,35.7488,35.7488,100,0,64.4627
Deep (24-12-6),Mars,None,3,500,4.23912e-05,0.5,35.7488,35.7488,100,0,128.992
Deep (24-12-6),Mars,None,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,0,151.195
Deep (24-12-6),Mars,None,3,100,0.01,0,35.7488,35.7488,100,0,41.0971
Deep (24-12-6),Mars,None,3,500,0.006561,0,35.7488,35.7488,100,0,153.402
Deep (24-12-6),Mars,None,3,1000,0.00254187,0,35.7488,35.7488,100,0,324.18
Deep (24-12-6),Mars,None,3,100,0.00254187,0.2,35.7488,35.7488,100,0,16.1241
Deep (24-12-6),Mars,None,3,500,0.00166772,0.2,35.7488,35.7488,100,0,129.608
Deep (24-12-6),Mars,None,3,1000,0.000646108,0.2,35.7488,35.7488,100,0,376.336
Deep (24-12-6),Mars,None,3,100,0.000646108,0.5,35.7488,35.7488,100,0,19.0622
Deep (24-12-6),Mars,None,3,500,0.000423912,0.5,35.7488,35.7488,100,0,67.5693
Deep (24-12-6),Mars,None,3,1000,0.000164232,0.5,35.7488,35.7488,100,0,132.871
Deep (24-12-6),Mars,None,3,100,0.05,0,35.7488,35.7488,100,0,33.4049
Deep (24-12-6),Mars,None,3,500,0.032805,0,35.7488,35.7488,100,0,129.397
Deep (24-12-6),Mars,None,3,1000,0.0127093,0,35.7488,35.7488,100,0,480.277
Deep (24-12-6),Mars,None,3,100,0.0127093,0.2,35.7488,35.7488,100,0,37.0803
Deep (24-12-6),Mars,None,3,500,0.00833859,0.2,35.7488,35.7488,100,0,195.389
Deep (24-12-6),Mars,None,3,1000,0.00323054,0.2,35.7488,35.7488,100,0,171.059
Deep (24-12-6),Mars,None,3,100,0.00323054,0.5,35.7488,35.7488,100,0,8.94118
Deep (24-12-6),Mars,None,3,500,0.00211956,0.5,35.7488,35.7488,100,0,63.9625
Deep (24-12-6),Mars,None,3,1000,0.00082116,0.5,35.7488,35.7488,100,0,129.862
Deep (24-12-6),Mars,Minimal,3,100,0.001,0,35.7488,35.7488,100,10,18.2294
Deep (24-12-6),Mars,Minimal,3,500,0.0006561,0,35.7488,35.7488,100,10,111.108
Deep (24-12-6),Mars,Minimal,3,1000,0.000254187,0,35.7488,35.7488,100,10,226.92
Deep (24-12-6),Mars,Minimal,3,100,0.000254187,0.2,35.7488,35.7488,100,10,16.1973
Deep (24-12-6),Mars,Minimal,3,500,0.000166772,0.2,35.7488,35.7488,100,10,88.2696
Deep (24-12-6),Mars,Minimal,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,10,310.611
Deep (24-12-6),Mars,Minimal,3,100,6.46108e-05,0.5,35.7488,35.7488,100,10,13.9492
Deep (24-12-6),Mars,Minimal,3,500,4.23912e-05,0.5,35.7488,35.7488,100,10,67.9412
Deep (24-12-6),Mars,Minimal,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,10,119.889
Deep (24-12-6),Mars,Minimal,3,100,0.01,0,35.7488,35.7488,100,10,20.2644
Deep (24-12-6),Mars,Minimal,3,500,0.006561,0,35.7488,35.7488,100,10,90.1618
Deep (24-12-6),Mars,Minimal,3,1000,0.00254187,0,35.7488,35.7488,100,10,178.87
Deep (24-12-6),Mars,Minimal,3,100,0.00254187,0.2,35.7488,35.7488,100,10,14.5427
Deep (24-12-6),Mars,Minimal,3,500,0.00166772,0.2,35.7488,35.7488,100,10,79.9542
Deep (24-12-6),Mars,Minimal,3,1000,0.000646108,0.2,35.7488,35.7488,100,10,154.044
Deep (24-12-6),Mars,Minimal,3,100,0.000646108,0.5,35.7488,35.7488,100,10,9.39097
Deep (24-12-6),Mars,Minimal,3,500,0.000423912,0.5,35.7488,35.7488,100,10,46.941
Deep (24-12-6),Mars,Minimal,3,1000,0.000164232,0.5,35.7488,35.7488,100,10,101.293
Deep (24-12-6),Mars,Minimal,3,100,0.05,0,35.7488,35.7488,100,10,18.5179
Deep (24-12-6),Mars,Minimal,3,500,0.032805,0,35.7488,35.7488,100,10,108.234
Deep (24-12-6),Mars,Minimal,3,1000,0.0127093,0,35.7488,35.7488,100,10,191.121
Deep (24-12-6),Mars,Minimal,3,100,0.0127093,0.2,35.7488,35.7488,100,10,16.1415
Deep (24-12-6),Mars,Minimal,3,500,0.00833859,0.2,35.7488,35.7488,100,10,77.0772
Deep (24-12-6),Mars,Minimal,3,1000,0.00323054,0.2,35.7488,35.7488,100,10,148.637
Deep (24-12-6),Mars,Minimal,3,100,0.00323054,0.5,35.7488,35.7488,100,10,11.4042
Deep (24-12-6),Mars,Minimal,3,500,0.00211956,0.5,35.7488,35.7488,100,10,48.3717
Deep (24-12-6),Mars,Minimal,3,1000,0.00082116,0.5,35.7488,35.7488,100,10,93.0831
Deep (24-12-6),Mars,Moderate,3,100,0.001,0,35.7488,35.7488,100,50,18.1931
Deep (24-12-6),Mars,Moderate,3,500,0.0006561,0,35.7488,35.7488,100,50,92.9204
Deep (24-12-6),Mars,Moderate,3,1000,0.000254187,0,35.7488,35.7488,100,50,204.676
Deep (24-12-6),Mars,Moderate,3,100,0.000254187,0.2,35.7488,35.7488,100,50,15.8297
Deep (24-12-6),Mars,Moderate,3,500,0.000166772,0.2,35.7488,35.7488,100,50,99.3957
Deep (24-12-6),Mars,Moderate,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,50,149.975
Deep (24-12-6),Mars,Moderate,3,100,6.46108e-05,0.5,35.7488,35.7488,100,50,9.54029
Deep (24-12-6),Mars,Moderate,3,500,4.23912e-05,0.5,35.7488,35.7488,100,50,49.4449
Deep (24-12-6),Mars,Moderate,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,50,120.916
Deep (24-12-6),Mars,Moderate,3,100,0.01,0,35.7488,35.7488,100,50,18.7594
Deep (24-12-6),Mars,Moderate,3,500,0.006561,0,35.7488,35.7488,100,50,90.065
Deep (24-12-6),Mars,Moderate,3,1000,0.00254187,0,35.7488,35.7488,100,50,178.502
Deep (24-12-6),Mars,Moderate,3,100,0.00254187,0.2,35.7488,35.7488,100,50,13.9722
Deep (24-12-6),Mars,Moderate,3,500,0.00166772,0.2,35.7488,35.7488,100,50,72.0554
Deep (24-12-6),Mars,Moderate,3,1000,0.000646108,0.2,35.7488,35.7488,100,50,147.581
Deep (24-12-6),Mars,Moderate,3,100,0.000646108,0.5,35.7488,35.7488,100,50,9.79348
Deep (24-12-6),Mars,Moderate,3,500,0.000423912,0.5,35.7488,35.7488,100,50,47.0623
Deep (24-12-6),Mars,Moderate,3,1000,0.000164232,0.5,35.7488,35.7488,100,50,91.3995
Deep (24-12-6),Mars,Moderate,3,100,0.05,0,35.7488,35.7488,100,50,18.2752
Deep (24-12-6),Mars,Moderate,3,500,0.032805,0,35.7488,35.7488,100,50,89.4339
Deep (24-12-6),Mars,Moderate,3,1000,0.0127093,0,35.7488,35.7488,100,50,182.768
Deep (24-12-6),Mars,Moderate,3,100,0.0127093,0.2,35.7488,35.7488,100,50,13.7219
Deep (24-12-6),Mars,Moderate,3,500,0.00833859,0.2,35.7488,35.7488,100,50,72.1616
Deep (24-12-6),Mars,Moderate,3,1000,0.00323054,0.2,35.7488,35.7488,100,50,142.635
Deep (24-12-6),Mars,Moderate,3,100,0.00323054,0.5,35.7488,35.7488,100,50,8.84415
Deep (24-12-6),Mars,Moderate,3,500,0.00211956,0.5,35.7488,35.7488,100,50,46.5014
Deep (24-12-6),Mars,Moderate,3,1000,0.00082116,0.5,35.7488,35.7488,100,50,90.8431
Deep (24-12-6),Mars,High,3,100,0.001,0,35.7488,35.7488,100,100,17.6156
Deep (24-12-6),Mars,High,3,500,0.0006561,0,35.7488,35.7488,100,100,91.623
Deep (24-12-6),Mars,High,3,1000,0.000254187,0,35.7488,35.7488,100,100,178.154
Deep (24-12-6),Mars,High,3,100,0.000254187,0.2,35.7488,35.7488,100,100,13.8494
Deep (24-12-6),Mars,High,3,500,0.000166772,0.2,35.7488,35.7488,100,100,73.1228
Deep (24-12-6),Mars,High,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,100,143.368
Deep (24-12-6),Mars,High,3,100,6.46108e-05,0.5,35.7488,35.7488,100,100,9.63481
Deep (24-12-6),Mars,High,3,500,4.23912e-05,0.5,35.7488,35.7488,100,100,46.0433
Deep (24-12-6),Mars,High,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,100,91.0107
Deep (24-12-6),Mars,High,3,100,0.01,0,35.7488,35.7488,100,100,18.8986
Deep (24-12-6),Mars,High,3,500,0.006561,0,35.7488,35.7488,100,100,92.7773
Deep (24-12-6),Mars,High,3,1000,0.00254187,0,35.7488,35.7488,100,100,177.757
Deep (24-12-6),Mars,High,3,100,0.00254187,0.2,35.7488,35.7488,100,100,14.7207
Deep (24-12-6),Mars,High,3,500,0.00166772,0.2,35.7488,35.7488,100,100,72.2613
Deep (24-12-6),Mars,High,3,1000,0.000646108,0.2,35.7488,35.7488,100,100,144.62
Deep (24-12-6),Mars,High,3,100,0.000646108,0.5,35.7488,35.7488,100,100,9.3982
Deep (24-12-6),Mars,High,3,500,0.000423912,0.5,35.7488,35.7488,100,100,46.7096
Deep (24-12-6),Mars,High,3,1000,0.000164232,0.5,35.7488,35.7488,100,100,91.7602
Deep (24-12-6),Mars,High,3,100,0.05,0,35.7488,35.7488,100,100,18.2516
Deep (24-12-6),Mars,High,3,500,0.032805,0,35.7488,35.7488,100,100,91.7585
Deep (24-12-6),Mars,High,3,1000,0.0127093,0,35.7488,35.7488,100,100,177.452
Deep (24-12-6),Mars,High,3,100,0.0127093,0.2,35.7488,35.7488,100,100,13.9155
Deep (24-12-6),Mars,High,3,500,0.00833859,0.2,35.7488,35.7488,100,100,72.1156
Deep (24-12-6),Mars,High,3,1000,0.00323054,0.2,35.7488,35.7488,100,100,143.635
Deep (24-12-6),Mars,High,3,100,0.00323054,0.5,35.7488,35.7488,100,100,9.05769
Deep (24-12-6),Mars,High,3,500,0.00211956,0.5,35.7488,35.7488,100,100,59.9625
Deep (24-12-6),Mars,High,3,1000,0.00082116,0.5,35.7488,35.7488,100,100,97.7007
Deep (24-12-6),Mars,Very High,3,100,0.001,0,35.7488,35.7488,100,200,17.8084
Deep (24-12-6),Mars,Very High,3,500,0.0006561,0,35.7488,35.7488,100,200,88.8119
Deep (24-12-6),Mars,Very High,3,1000,0.000254187,0,35.7488,35.7488,100,200,179.277
Deep (24-12-6),Mars,Very High,3,100,0.000254187,0.2,35.7488,35.7488,100,200,14.4334
Deep (24-12-6),Mars,Very High,3,500,0.000166772,0.2,35.7488,35.7488,100,200,71.0971
Deep (24-12-6),Mars,Very High,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,200,143.34
Deep (24-12-6),Mars,Very High,3,100,6.46108e-05,0.5,35.7488,35.7488,100,200,9.33602
Deep (24-12-6),Mars,Very High,3,500,4.23912e-05,0.5,35.7488,35.7488,100,200,46.4406
Deep (24-12-6),Mars,Very High,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,200,90.7875
Deep (24-12-6),Mars,Very High,3,100,0.01,0,35.7488,35.7488,100,200,17.7651
Deep (24-12-6),Mars,Very High,3,500,0.006561,0,35.7488,35.7488,100,200,96.1181
Deep (24-12-6),Mars,Very High,3,1000,0.00254187,0,35.7488,35.7488,100,200,187.269
Deep (24-12-6),Mars,Very High,3,100,0.00254187,0.2,35.7488,35.7488,100,200,13.561
Deep (24-12-6),Mars,Very High,3,500,0.00166772,0.2,35.7488,35.7488,100,200,72.3069
Deep (24-12-6),Mars,Very High,3,1000,0.000646108,0.2,35.7488,35.7488,100,200,143.049
Deep (24-12-6),Mars,Very High,3,100,0.000646108,0.5,35.7488,35.7488,100,200,9.09419
Deep (24-12-6),Mars,Very High,3,500,0.000423912,0.5,35.7488,35.7488,100,200,47.0838
Deep (24-12-6),Mars,Very High,3,1000,0.000164232,0.5,35.7488,35.7488,100,200,91.888
Deep (24-12-6),Mars,Very High,3,100,0.05,0,35.7488,35.7488,100,200,18.7662
Deep (24-12-6),Mars,Very High,3,500,0.032805,0,35.7488,35.7488,100,200,89.2307
Deep (24-12-6),Mars,Very High,3,1000,0.0127093,0,35.7488,35.7488,100,200,176.972
Deep (24-12-6),Mars,Very High,3,100,0.0127093,0.2,35.7488,35.7488,100,200,13.8784
Deep (24-12-6),Mars,Very High,3,500,0.00833859,0.2,35.7488,35.7488,100,200,75.0723
Deep (24-12-6),Mars,Very High,3,1000,0.00323054,0.2,35.7488,35.7488,100,200,142.676
Deep (24-12-6),Mars,Very High,3,100,0.00323054,0.5,35.7488,35.7488,100,200,9.99004
Deep (24-12-6),Mars,Very High,3,500,0.00211956,0.5,35.7488,35.7488,100,200,45.0351
Deep (24-12-6),Mars,Very High,3,1000,0.00082116,0.5,35.7488,35.7488,100,200,90.5718
Deep (24-12-6),Mars,Adaptive,3,100,0.001,0,35.7488,35.7488,100,75,18.022
Deep (24-12-6),Mars,Adaptive,3,500,0.0006561,0,35.7488,35.7488,100,75,90.0359
Deep (24-12-6),Mars,Adaptive,3,1000,0.000254187,0,35.7488,35.7488,100,75,177.39
Deep (24-12-6),Mars,Adaptive,3,100,0.000254187,0.2,35.7488,35.7488,100,75,13.7506
Deep (24-12-6),Mars,Adaptive,3,500,0.000166772,0.2,35.7488,35.7488,100,75,72.3875
Deep (24-12-6),Mars,Adaptive,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,75,142.44
Deep (24-12-6),Mars,Adaptive,3,100,6.46108e-05,0.5,35.7488,35.7488,100,75,8.75868
Deep (24-12-6),Mars,Adaptive,3,500,4.23912e-05,0.5,35.7488,35.7488,100,75,47.3185
Deep (24-12-6),Mars,Adaptive,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,75,93.069
Deep (24-12-6),Mars,Adaptive,3,100,0.01,0,35.7488,35.7488,100,75,17.8391
Deep (24-12-6),Mars,Adaptive,3,500,0.006561,0,35.7488,35.7488,100,75,88.7376
Deep (24-12-6),Mars,Adaptive,3,1000,0.00254187,0,35.7488,35.7488,100,75,176.63
Deep (24-12-6),Mars,Adaptive,3,100,0.00254187,0.2,35.7488,35.7488,100,75,14.0372
Deep (24-12-6),Mars,Adaptive,3,500,0.00166772,0.2,35.7488,35.7488,100,75,71.8494
Deep (24-12-6),Mars,Adaptive,3,1000,0.000646108,0.2,35.7488,35.7488,100,75,142.38
Deep (24-12-6),Mars,Adaptive,3,100,0.000646108,0.5,35.7488,35.7488,100,75,9.48477
Deep (24-12-6),Mars,Adaptive,3,500,0.000423912,0.5,35.7488,35.7488,100,75,46.5417
Deep (24-12-6),Mars,Adaptive,3,1000,0.000164232,0.5,35.7488,35.7488,100,75,92.2754
Deep (24-12-6),Mars,Adaptive,3,100,0.05,0,35.7488,35.7488,100,75,18.3599
Deep (24-12-6),Mars,Adaptive,3,500,0.032805,0,35.7488,35.7488,100,75,89.0223
Deep (24-12-6),Mars,Adaptive,3,1000,0.0127093,0,35.7488,35.7488,100,75,177.929
Deep (24-12-6),Mars,Adaptive,3,100,0.0127093,0.2,35.7488,35.7488,100,75,13.8556
Deep (24-12-6),Mars,Adaptive,3,500,0.00833859,0.2,35.7488,35.7488,100,75,74.4717
Deep (24-12-6),Mars,Adaptive,3,1000,0.00323054,0.2,35.7488,35.7488,100,75,147.094
Deep (24-12-6),Mars,Adaptive,3,100,0.00323054,0.5,35.7488,35.7488,100,75,8.91322
Deep (24-12-6),Mars,Adaptive,3,500,0.00211956,0.5,35.7488,35.7488,100,75,45.9929
Deep (24-12-6),Mars,Adaptive,3,1000,0.00082116,0.5,35.7488,35.7488,100,75,91.9928
Deep (24-12-6),Solar Probe,None,3,100,0.001,0,35.7488,35.7488,100,0,17.911
Deep (24-12-6),Solar Probe,None,3,500,0.0006561,0,35.7488,35.7488,100,0,88.8694
Deep (24-12-6),Solar Probe,None,3,1000,0.000254187,0,35.7488,35.7488,100,0,176.19
Deep (24-12-6),Solar Probe,None,3,100,0.000254187,0.2,35.7488,35.7488,100,0,13.8492
Deep (24-12-6),Solar Probe,None,3,500,0.000166772,0.2,35.7488,35.7488,100,0,73.5276
Deep (24-12-6),Solar Probe,None,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,0,143.46
Deep (24-12-6),Solar Probe,None,3,100,6.46108e-05,0.5,35.7488,35.7488,100,0,9.57306
Deep (24-12-6),Solar Probe,None,3,500,4.23912e-05,0.5,35.7488,35.7488,100,0,49.3874
Deep (24-12-6),Solar Probe,None,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,0,90.4212
Deep (24-12-6),Solar Probe,None,3,100,0.01,0,35.7488,35.7488,100,0,18.2423
Deep (24-12-6),Solar Probe,None,3,500,0.006561,0,35.7488,35.7488,100,0,90.2423
Deep (24-12-6),Solar Probe,None,3,1000,0.00254187,0,35.7488,35.7488,100,0,204.646
Deep (24-12-6),Solar Probe,None,3,100,0.00254187,0.2,35.7488,35.7488,100,0,15.959
Deep (24-12-6),Solar Probe,None,3,500,0.00166772,0.2,35.7488,35.7488,100,0,87.8959
Deep (24-12-6),Solar Probe,None,3,1000,0.000646108,0.2,35.7488,35.7488,100,0,192.187
Deep (24-12-6),Solar Probe,None,3,100,0.000646108,0.5,35.7488,35.7488,100,0,10.1504
Deep (24-12-6),Solar Probe,None,3,500,0.000423912,0.5,35.7488,35.7488,100,0,53.0393
Deep (24-12-6),Solar Probe,None,3,1000,0.000164232,0.5,35.7488,35.7488,100,0,99.4418
Deep (24-12-6),Solar Probe,None,3,100,0.05,0,35.7488,35.7488,100,0,18.5313
Deep (24-12-6),Solar Probe,None,3,500,0.032805,0,35.7488,35.7488,100,0,90.0421
Deep (24-12-6),Solar Probe,None,3,1000,0.0127093,0,35.7488,35.7488,100,0,178.573
Deep (24-12-6),Solar Probe,None,3,100,0.0127093,0.2,35.7488,35.7488,100,0,14.0393
Deep (24-12-6),Solar Probe,None,3,500,0.00833859,0.2,35.7488,35.7488,100,0,72.9756
Deep (24-12-6),Solar Probe,None,3,1000,0.00323054,0.2,35.7488,35.7488,100,0,142.776
Deep (24-12-6),Solar Probe,None,3,100,0.00323054,0.5,35.7488,35.7488,100,0,9.19814
Deep (24-12-6),Solar Probe,None,3,500,0.00211956,0.5,35.7488,35.7488,100,0,45.524
Deep (24-12-6),Solar Probe,None,3,1000,0.00082116,0.5,35.7488,35.7488,100,0,90.1671
Deep (24-12-6),Solar Probe,Minimal,3,100,0.001,0,35.7488,35.7488,100,10,17.7717
Deep (24-12-6),Solar Probe,Minimal,3,500,0.0006561,0,35.7488,35.7488,100,10,95.9352
Deep (24-12-6),Solar Probe,Minimal,3,1000,0.000254187,0,35.7488,35.7488,100,10,308.775
Deep (24-12-6),Solar Probe,Minimal,3,100,0.000254187,0.2,35.7488,35.7488,100,10,25.0464
Deep (24-12-6),Solar Probe,Minimal,3,500,0.000166772,0.2,35.7488,35.7488,100,10,113.019
Deep (24-12-6),Solar Probe,Minimal,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,10,183.708
Deep (24-12-6),Solar Probe,Minimal,3,100,6.46108e-05,0.5,35.7488,35.7488,100,10,12.4644
Deep (24-12-6),Solar Probe,Minimal,3,500,4.23912e-05,0.5,35.7488,35.7488,100,10,69.8645
Deep (24-12-6),Solar Probe,Minimal,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,10,139.376
Deep (24-12-6),Solar Probe,Minimal,3,100,0.01,0,35.7488,35.7488,100,10,18.7375
Deep (24-12-6),Solar Probe,Minimal,3,500,0.006561,0,35.7488,35.7488,100,10,364.813
Deep (24-12-6),Solar Probe,Minimal,3,1000,0.00254187,0,35.7488,35.7488,100,10,338.734
Deep (24-12-6),Solar Probe,Minimal,3,100,0.00254187,0.2,35.7488,35.7488,100,10,19.7677
Deep (24-12-6),Solar Probe,Minimal,3,500,0.00166772,0.2,35.7488,35.7488,100,10,94.2161
Deep (24-12-6),Solar Probe,Minimal,3,1000,0.000646108,0.2,35.7488,35.7488,100,10,172.908
Deep (24-12-6),Solar Probe,Minimal,3,100,0.000646108,0.5,35.7488,35.7488,100,10,10.5567
Deep (24-12-6),Solar Probe,Minimal,3,500,0.000423912,0.5,35.7488,35.7488,100,10,49.6088
Deep (24-12-6),Solar Probe,Minimal,3,1000,0.000164232,0.5,35.7488,35.7488,100,10,107.941
Deep (24-12-6),Solar Probe,Minimal,3,100,0.05,0,35.7488,35.7488,100,10,20.5829
Deep (24-12-6),Solar Probe,Minimal,3,500,0.032805,0,35.7488,35.7488,100,10,119.003
Deep (24-12-6),Solar Probe,Minimal,3,1000,0.0127093,0,35.7488,35.7488,100,10,220.433
Deep (24-12-6),Solar Probe,Minimal,3,100,0.0127093,0.2,35.7488,35.7488,100,10,20.7883
Deep (24-12-6),Solar Probe,Minimal,3,500,0.00833859,0.2,35.7488,35.7488,100,10,88.9582
Deep (24-12-6),Solar Probe,Minimal,3,1000,0.00323054,0.2,35.7488,35.7488,100,10,322.52
Deep (24-12-6),Solar Probe,Minimal,3,100,0.00323054,0.5,35.7488,35.7488,100,10,32.5006
Deep (24-12-6),Solar Probe,Minimal,3,500,0.00211956,0.5,35.7488,35.7488,100,10,56.4381
Deep (24-12-6),Solar Probe,Minimal,3,1000,0.00082116,0.5,35.7488,35.7488,100,10,101.704
Deep (24-12-6),Solar Probe,Moderate,3,100,0.001,0,35.7488,35.7488,100,50,20.8046
Deep (24-12-6),Solar Probe,Moderate,3,500,0.0006561,0,35.7488,35.7488,100,50,193.071
Deep (24-12-6),Solar Probe,Moderate,3,1000,0.000254187,0,35.7488,35.7488,100,50,267.203
Deep (24-12-6),Solar Probe,Moderate,3,100,0.000254187,0.2,35.7488,35.7488,100,50,22.7305
Deep (24-12-6),Solar Probe,Moderate,3,500,0.000166772,0.2,35.7488,35.7488,100,50,135.865
Deep (24-12-6),Solar Probe,Moderate,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,50,213.562
Deep (24-12-6),Solar Probe,Moderate,3,100,6.46108e-05,0.5,35.7488,35.7488,100,50,12.2176
Deep (24-12-6),Solar Probe,Moderate,3,500,4.23912e-05,0.5,35.7488,35.7488,100,50,60.2578
Deep (24-12-6),Solar Probe,Moderate,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,50,132.313
Uniform (8-8-8),Solar Probe,Adaptive,3,1000,0.00082116,0.5,35.7488,35.7488,100,75,113.911
Deep (24-12-6),Solar Probe,Moderate,3,500,0.006561,0,35.7488,35.7488,100,50,134.581
Deep (24-12-6),Solar Probe,Moderate,3,1000,0.00254187,0,35.7488,35.7488,100,50,236.988
Deep (24-12-6),Solar Probe,Moderate,3,100,0.00254187,0.2,35.7488,35.7488,100,50,20.9
Deep (24-12-6),Solar Probe,Moderate,3,500,0.00166772,0.2,35.7488,35.7488,100,50,102.5
Deep (24-12-6),Solar Probe,Moderate,3,1000,0.000646108,0.2,35.7488,35.7488,100,50,203.551
Deep (24-12-6),Solar Probe,Moderate,3,100,0.000646108,0.5,35.7488,35.7488,100,50,13.3486
Deep (24-12-6),Solar Probe,Moderate,3,500,0.000423912,0.5,35.7488,35.7488,100,50,64.67
Deep (24-12-6),Solar Probe,Moderate,3,1000,0.000164232,0.5,35.7488,35.7488,100,50,174.785
Deep (24-12-6),Solar Probe,Moderate,3,100,0.05,0,35.7488,35.7488,100,50,20.1227
Deep (24-12-6),Solar Probe,Moderate,3,500,0.032805,0,35.7488,35.7488,100,50,148.926
Deep (24-12-6),Solar Probe,Moderate,3,1000,0.0127093,0,35.7488,35.7488,100,50,429.123
Deep (24-12-6),Solar Probe,Moderate,3,100,0.0127093,0.2,35.7488,35.7488,100,50,16.339
Deep (24-12-6),Solar Probe,Moderate,3,500,0.00833859,0.2,35.7488,35.7488,100,50,101.877
Deep (24-12-6),Solar Probe,Moderate,3,1000,0.00323054,0.2,35.7488,35.7488,100,50,238.68
Deep (24-12-6),Solar Probe,Moderate,3,100,0.00323054,0.5,35.7488,35.7488,100,50,13.0249
Deep (24-12-6),Solar Probe,Moderate,3,500,0.00211956,0.5,35.7488,35.7488,100,50,70.9623
Deep (24-12-6),Solar Probe,Moderate,3,1000,0.00082116,0.5,35.7488,35.7488,100,50,129.493
Deep (24-12-6),Solar Probe,High,3,100,0.001,0,35.7488,35.7488,100,100,21.2495
Deep (24-12-6),Solar Probe,High,3,500,0.0006561,0,35.7488,35.7488,100,100,115.082
Deep (24-12-6),Solar Probe,High,3,1000,0.000254187,0,35.7488,35.7488,100,100,213.603
Deep (24-12-6),Solar Probe,High,3,100,0.000254187,0.2,35.7488,35.7488,100,100,16.6304
Deep (24-12-6),Solar Probe,High,3,500,0.000166772,0.2,35.7488,35.7488,100,100,84.5501
Deep (24-12-6),Solar Probe,High,3,1000,6.46108e-05,0.2,35.7488,35.7488,100,100,154.823
Deep (24-12-6),Solar Probe,High,3,100,6.46108e-05,0.5,35.7488,35.7488,100,100,9.24342
Deep (24-12-6),Solar Probe,High,3,500,4.23912e-05,0.5,35.7488,35.7488,100,100,45.4352
Deep (24-12-6),Solar Probe,High,3,1000,1.64232e-05,0.5,35.7488,35.7488,100,100,93.0072
